This list is dynamic and is subject to change. This cashless hospital list is valid for 3 days from the report generate date. Please call the hospital to confirm availability of cashless hospital before admission.
Name,Address,State,City,PinCode,Phone,Email
Reshma Multi Speciality Hospital,#16-2-243,Andhra Pradesh,Nellore,524001,2339027,RESHMAMULTISPECIALITYHOSPITAL@GMAIL.COM
Retina Eye Hospital,"2nd Floor, R P Colony",Madhya Pradesh,Gwalior,474002,5365598,RETINAEYEHOSPITALMP@GMAIL.COM
Retina Institute Of Bengal ( A Unit Of Reddy Healthcare Pvt. Ltd ),"3rd Floor, uttrapan Market complex, Hillcart Road",West Bengal,Siliguri,734003,9563909766,RETINAINSTITUTEOFBENGAL@GMAIL.COM
Retina Institute Of Karnataka,"122, 5th Main, Chamrajpet",Karnataka,Bengaluru,560018,9845356905,RETINAKARNATAKA@GMAIL.COM
Retina Speciality Hospital,"324-325, Sch. No.  - 54, PU - 4, Rasoma Square, A. B. Road, Indore (MP)",Madhya Pradesh,Indore,452010,7773005010,RETINASPECIALITYHOSPITAL@GMAIL.COM
Retna Global Hospital,"95/1,PATTABIRAMAN STREET",Tamil Nadu,Trichy,620017,7708077419,RETNAGLOBALHOSPITAL@YAHOO.COM
Retteri Sri Kumaran Health Centre Pvt Ltd,"#1419/A, Jawaharlal Nehru Road, Retteri Junction, Kolathur, 200 Feet Inner Ring Road",Tamil Nadu,Chennai,600099,8754488737,SRIKUMARANHEALTHCENTRE@GMAIL.COM
Revathi Medical Center,"# 10, Valayankadu Main Road, Kumar Nagar",Tamil Nadu,Tiruppur,641603,9842211120,CLAIM@REVATHIMEDICALCENTER.COM
Revival Bone And Joint Hospital,"Yojana Off. Gokhale Road, Behind Idbi Bank Near Malhar Cinema",Maharashtra,Mumbai,400602,8879441037,REVIVALHOSPITAL@GMAIL.COM
Revival Medical Centre,"Near Murya Talkies, GE Road ,Supela",Chattisgarh,Bhilai,490023,4018179,NEWRMCHOSPITAL@GMAIL.COM
Revive Hospital,"5-A/2, OPPOSITE POLICE STATION, TILAK NAGAR,",Delhi,New Delhi,110018,011-46405588,REVIVEHOSPITAL1516@GMAIL.COM
Revive Nursing Home,"Baguiati, Baguipara",West Bengal,Kolkata,700059,33-25704880,revive.tpa@gmail.com
Rex Ortho Hospital,"#43, Rr Layout, Near Shanmuga Theatre, Rs Puram, Coimbatore - 641002",Tamil Nadu,Coimbatore,641002,9894790901,REXCHANDRABOSE@GMAIL.COM
Rg Stone Urology And Laparoscopy Hospital,"391/392, Annasalai, Saidapet, Chennai",Tamil Nadu,Chennai,600015,8939610265,RGSTONECHENNAI@YAHOO.CO.IN
Rg Stone Urology And Laproscopy Hospital,"33, Gariahat Road (South)",West Bengal,Kolkata,700031,9903402643,TPAKOLKATA@RGHOSPITAL.COM
Rg Stone Urology And Laproscopy Hospital,"Cvc Centre, Plot No.217-218",Goa,Goa,403521,832-6640664 / 9552558899,tpaandbilling@gmail.com
Rhs Maxcare Multi Speciality Hospital,"H.No. 4-73/1, Janmabhuminagar",Telangana,Mancherial,504208,9966775108,RHSMAXCARE.MNCL@GMAIL.COM
Rhythm Heart Institute,"Nr.Siddarth bunglows, Sama- Savali Road, Vadodara",Gujarat,Vadodara,390022,2541003/2541004/851117266/8758470783,MKT@RHYTHMHEART.COM
Rhythm Hospital,"Dr DaveS Hospital,Lal Darwaja",Gujarat,Khambhat,388620,9054144314,RHYTHMLABORATORY3521@GMAIL.COM
Rhythm Hospital And Icu,"2ND FLOOR, SARGAM COMPLEX",Gujarat,Ankleshwar,393001,244333,RHYTHMHOSPITALANDICU@GMAIL.COM
Rhythm Medical And Heart Hospital,"3rd floor,Hariom Arcade",Gujarat,Kadi,382715,02764-242450,ALPESHNP88@GMAIL.COM
Rich Hospitals Pvt Ltd,"Pogathota , Nellore",Andhra Pradesh,Nellore,524001,0861 - 232862 / 236228 / 2328333 ,richhospitals_nlr@yahoo.co.in
Richmond Hospital,"1287 Trichy Road, Near Sripathi Theatre, Near Sripathi Theatre",Tamil Nadu,Coimbatore,641018,4222303630,RICHMONDHOSPITAL@HOTMAIL.COM
Riddhi Eye Clinic,"104/B, S. B. Apartment, Rai Dongri, Carter Rd. No.5, Borivali(E)",Maharashtra,Mumbai,400066,022 - 28625447,RIDDHIEYE@REDIFFMAIL.COM
Riddhi Siddhi Eye Care Hospital,Radhakishnpura Road,Rajasthan,Sikar,332001,9460100261,RIDDISIDDIEYECARE@GMAIL.COM
Riddhi Siddhi Hospital,"STUTI APARTMENT, MUKTANANAD MARG,",Gujarat,Vapi,396191,9979894678,RSHOSPITALVAPI@GMAIL.COM
Riddhi Siddhi Hospital,"1st floor, Sheetal Plaza,Opp Shivar Garden, Mira road East",Maharashtra,Mumbai,401105,28104001102,RIDDHI_SIDDHIHOSPITAL@REDIFFMAIL.COM
Riddhi Vinayak Critical Care And Cardiac Centre,"C/O Reva Smruti Hospital, Riddhi Vinayaka Temple Lane, 559/1, Pushpachandra Apt. S.V. Road, Malad (West), Mumbai",Maharashtra,Mumbai,400064,022 - 28663984 / 28663985 / 66943308 / 66943309,riddhivinayak@hotmail.com
Riddhi Vinayak Multispeciality Hospital,"Plot no.302,ahead of fun fiesta multiplex,yashwant gaurav road,nallasopara west",Maharashtra,Mumbai,401203,9223186550/8422858205,rvmh@hotmail.com
Right Hospitals,"# 1, Prof. Subramanian Street, Kilpauk,",Tamil Nadu,Chennai,600010,044 - 26403939 / 26403999,RIGHTHOSPITALSINSURANCE@GMAIL.COM
Rigid Hospitals Pvt Ltd,"47/3 New Avadi Road, Kilpauk",Tamil Nadu,Chennai,600010,9942854709,CORPORATE@LIFELINEHOSPITALS.COM
Ril-Family Welfare Centre,"Family Welfare Center,Petro Chemical Township, Ril-Nmd,",Maharashtra,Mumbai,402125,666472,Uddhav.kumar@ril.com
Rio Childrens Hospital Pvt Ltd,"9 & 10, West Main Road, Anna Nagar, Madurai",Tamil Nadu,Madurai,625020,4522555222,INFO@RIOHOSPITAL.COM
Rishab Eye Centre,"35-60/1, G.K. Colony",Telangana,Secunderabad,500094,040-27113535,RISHABEYECENTRE@GMAIL.COM
Rishabh Eyecare Hospital (Cashless only for NIC & UIIC Individual Policy),"U-42-44,SILVER POINT COMPLEX,OPP. VIDHYABHARTI SCHOOL, BHATAR ROAD",Gujarat,Surat,395017,2236636,HETALSHEFALI@GMAIL.COM
Rising Medicare Hospital,"Sr.No-4,Hissa No 1, Behind Hotel Radisson,off kharadi Bypass Road,Kharadi",Maharashtra,Pune,411014,020 - 69001010 / 9372030440,mediclaim@therisingmedicare.com
Rithvika Super Speciality Hospital,"NEAR VIVEKANANDA STATUE, MAIN ROAD, PATTABHIPURAM, GUNTUR",Andhra Pradesh,Guntur,522006,9627297777,RITHVIKAHOSPITALS@GMAIL.COM
Ritvik Hospital,"#5-7-91, (Old Dr. Sudha Laxman Hospital Bulding), ",Telangana,Nizamabad,503001,253553,RITVIKHOSPITALNZB@GMAIL.COM
Riverine Hospital,"Plot No. A/697, Sector-8, Cda",Odisha,Cuttack,753014,0671 - 2309300,hospitalriverine@gmail.com
Riya Hospital,"House Number 15-2-63, Opp Ramakrishna Theatre,",Telangana,Warangal,506007,2436003,RIYAHOSPITAL2018@GMAIL.COM
Rjn Apollo Spectra Hospitals,18 VIKAS NAGAR,Madhya Pradesh,Gwalior,474002,7512454600,TPA.GWALIOR@APOLLOSPECRA.COM
Rjsp Cancer Hospital And Research And Rehabilitation Centre,Kathal More,Jharkhand,Ranchi,835222,2526063,MARKETING.RJSP@GMAIL.COM
Rk Hospital,"NEAR RAILWAY STATION BRIDGE OPPO.SWARAJ TRACTORS,SINDAGI ROAD",Karnataka,Vijayapura,586101,220008,RKMULTISPECIALITYHOSPITAL@GMAIL.COM
Rk Multispeciality Hospital,"MANDAMALLAMMA X ROAD,RCI ROAD,NEW MARUTHINAGAR,CHAMPAPET",Telangana,Hyderabad,500001,65794411,
Rkm Multispeciality Hospital & Trauma Center,"100FT RING ROAD, BEHIND KC NAGAR, NEAR SOLAPUR ROAD",Karnataka,Vijayapura,586103,350100,CARE@RKMHOSPITAL.COM
Rkp Multispeciality Hospital,no. 5 vaithiyalingam nagar medvakkam main road nanmangalam chennai,Tamil Nadu,Chennai,600128,9384676001,RKPHOSPITALS129@GMAIL.COM
Rm Hospital,"PLOT NO 38, MALLKARJUNANAGAR",Andhra Pradesh,Ramachandrapuram,502032,286678,RMHOSPITALBMGUDA@GMAIL.COM
Rmd Specialities Hospital,#162 Kundrathur  parvathi nagar amarambedu sriperumbudur,Tamil Nadu,Chennai,600017,0,
Rms Multispeciality Hospital,"Rms Multispeciality Hospital, Pooja Enclave Bldg,Shop no.1,2,& Office No-1-,2,26,27,Near Atharva College, A wing,Kandivali West,Mumbai, Mumbai, Maharashtra-400067",Maharashtra,Mumbai,400067,6692222517,CASHLESS.RMSMULTISPECIALITY@GMAIL.COM
Rnb Hospital & Pal Eye Research Center,"Plot No. 180, Co-Operative Colony",Jharkhand,Bokaro Steel City,827001,255060,RNBHOSNPAL2020@GMAIL.COM
Rnh Hospital,"Plot No -40, Balraj Marg , Dhantoli, Nagpur",Maharashtra,Nagpur,440012,7122420044,RNHHOSPITAL@GMAIL.COM
Rockland Hospital,"Haf-B, Sector-12, Phase-I, Dwarka",Delhi,New Delhi,110075,11-48222222,tpa.dwarka@medeor.in
Rockland Hospital,"Plot No. P-2, Sector-5, Imt Manesar",Haryana,Gurgaon,122050,8527590054,manesar@rocklandhospitals.com
Rockland Hospital,"B-33/34, Qutab Institutional Area, New Delhi",Delhi,New Delhi,110016,9818316393,INFOROCKLANDHOSPITAL@YAHOO.CO.IN
Rode Hospital (No cashless for PSU insurers),SAI PARK SR NO 84 DIGHI BHOSARI ROAD DIGHI PUNE 15,Maharashtra,Pune,411015,27157365,DRSANTOSHRODE999@GMAIL.COM
Rohan Hospital,"258/3RT , OPP VIJAYA BANK , VIJAYANAGAR COLONY",Telangana,Hyderabad,500057,23347657,
Rohan Hospital,"3-6-397, Subhashnagar, Karimnagar, Telangana-505001",Telangana,Karimnagar,505001,0,ROHANNURSINGHOME@GMAIL.COM 
Rohan Shekar Hospital,28C-W22-Ranger Office Road ,Tamil Nadu,Cumbum,625516,274414,rohansekarhospital@gmail.com
Rohilla Nursing Home,"Nh-65, Hisar Road, Near Bus Stand, Rajgarh",Rajasthan,Churu,331023,9783032017,RNH796@GMAIL.COM
Rohini Hospital,CHAKIAR ROAD,Kerala,Cherupu,680561,8921985914,ROHINIHOSPITAL1994@GMAIL.COM
Rohini Superspeciality Hospitals,"No. 2-5-742, Subedari, Hanamkonda",Telangana,Hanamkonda,506001,0870-2544366 / 367 / 368,rohinihospitalswgl@gmail.com
Rohit Eye Hospital And Child Care Centre,"201, 202, Sapphire House, 9, Sneh Nagar Main Road, Indore",Madhya Pradesh,Indore,452001,9425060583,ROHITEYEHOSPITAL@GMAIL.COM
Rohit Hospital,"No.98/1031, T.H. Road, Kaladipet",Tamil Nadu,Chennai,600019,044 - 25995858,ROHITHOSPITAL@GMAIL.COM
Rohit Kidney & Stone Hospital,"GOWARDHAN CHOWRAHA, MATHURA, UP, 281004",Uttar Pradesh,Mathura,281004,8979737091,ROHITKIDNEYSTONEHOSPITAL1@GMAIL.COM
Rohit Nursing Home,"Bldg No - 4, Block no - 5-6, S V Road",Maharashtra,Mumbai,400068,9320049768,RNMDAHISAR@GMAIL.COM
Rohtak Cancer Care Hospital And Research Centre,"NEAR JAAT BHAVAN , OPP TVS SHOWROOM, DELHI ROAD, ROHTAK, 124001",Haryana,Rohtak,124001,7035744448,ROHTAKCANCERCARE@GMAIL.COM
Romeen Medico Surgical Hospital,"3251,Chawl No.237,Group No.1,Tagore Nagar,Vikroli East.Mumbai-400083.",Maharashtra,Mumbai,400083,254745562/25745563,anilmalwankar@yahoo.co.in
Roopa Orthopaedic & Multi Speciality Hospital,"#73-5-3, Ramayanapuvari Street",Andhra Pradesh,Vijayawada,520010,2473108,ROOPAHOSPITALS@GMAIL.COM
Roopchand Hospital,Main Mubarik Pur Dabas,Delhi,New Delhi,110081,11-25183031,
Rose Maternity And Children Hospital,"B-42/43, Falshrutinagar Nr Ongc Dispensary Bharuch, Bharuch, Gujarat",Gujarat,Bharuch,392001,9898859089,ROSEMATERNITYHOSPITAL@GMAIL.COM
Rosewalk Luxury Hospital For Women,"N-88, panchsheel park, new delhi",Delhi,New Delhi,110017,48446666,
Rosewood Hospital,"5J-L block, Roshan Garden, Najafgarh",Delhi,Delhi,110043,25322537,RWHCORP15@GMAIL.COM
Roshan Eye Care Hospital,Main Road S N Junction,Kerala,Tripunithura,682301,0484 - 2774701,roshaneyecare@yahoo.com
Roshan Eye Hospital,"1st Floor, Om Shivam Complex, Opp Gangeshwar Mahadev Mandir, Adajan, Surat, 395009",Gujarat,Surat,395009,0261-2905835/2731706,ROSHANEYEHOSPITAL@GMAIL.COM
Roshan Hospital,"7, A-B, Govind Garden, Raisin Road,Govindpura, Bhopal",Madhya Pradesh,Bhopal,462023,7024143925,ROSHANMSH1998@GMAIL.COM
Rotary Ambala Cancer And General Hospital,"Near Rotary School For Deaf, Ram Bagh Road",Haryana,Ambala Cantt,133001,171-2690009,ADMIN@ROTARYHOSPITALAMBALA.COM
Rotary Central Margaret Sidney Hospital,13 7th Street Nanganallur Chennai,Tamil Nadu,Chennai,600061,044 - 22672464/ 22672466,MARGARETSIDNEYHOSPITAL@GMAIL.COM
Rotary Charitable Hospital,"Vishwa Seva Samiti, Rotary Charitable Hospital Building Pwd, Road, Sirsi",Karnataka,Sirsi,581401,08384 - 226980 / 228457 / 228490 / 228400,rch_123@rediffmail.com
Rotary Eye Hospital (No cashless for NIC.),Dudhiya talao Opp Fire station,Gujarat,Navsari,396445,258920,ADMIN@ROTARYEYE.ORG
Rotary Hooghly Eye Hospital," Mogra, Mithapukur More,",West Bengal,Konnagar,712121,8777438633,RHEH2000@GMAIL.COM
Rotary Narayana Nethralaya,"Cn-5, Sector -V Saltlake",West Bengal,Kolkata,700091,9831824380,RTNCASHLESSCLAIMS@GMAIL.COM
Rourkela Life Line Hospital,"D - 10, Civil Town Ship, Sunderghad Orissa, Sunderghad",Odisha,Rourkela,769004,0661 - 2401755,rourkelalifeline@gmail.com
Roy Nursing Home,"Rabindranagar, midnapore Kotwali",West Bengal,Paschim Medinipur,721101,9647553046,TPA.ROYNURSINGHOME@GMAIL.COM
Royal Balaji Hospitals,"No:7, Clc, Works Road, New Colony, Chrompet",Tamil Nadu,Chennai,600044,044 - 22412009 / 22412010,royalbalaajihospitals@yahoo.com
Royal Cancer Institute And Research Centre,"113/103a, Swaroop Nagar",Uttar Pradesh,Kanpur,208002,512-3048010/9415075160/840033105,royalcancertpa@gmail.com
Royal Care Hospital,95 NSB Road (East). P.O. Seaersole Rajbari,West Bengal,Raniganj (Burdwan),713358,7076399502,INFO@ROYALCAREHOSPITALS.COM
Royal Care Super Speciality Hospital (cashless only for PVT Insurers & NIA),"L AND T ROAD,NEELAMBUR,COIMBATORE",Tamil Nadu,Coimbatore,641062,9944255806,RCHINSURANCEMAIN@GMAIL.COM
Royal Children Hospital,"2nd Floor, Radha Krishna Sankul , Karnik Road",Maharashtra,Kalyan,421301,8657840865,ROYALCHILDRENHOSPITALKALYAN@GMAIL.COM
Royal Hospital,"OFF POWER HOUSE ROAD, NR. ST. SEBASTIAN CHURCH, AQUEM- ALTO, MARGAO GOA.",Goa,Goa,403601,8308827371,ROYALHOSPITALMARGAO@GMAIL.COM
Royal Hospital,"20-23-4, Aryapuram, Rajahmundry, Gokavaram Busstand",Andhra Pradesh,Rajahmundry,533104,0883 - 2446992,royal.reh@rediffmail.com
Royal Hospital & Research Centre,Royal Campus,Madhya Pradesh,Ratlam,457001,299800,ROYALHOSPITALRATLAM@GMAIL.COM
Royal Hospital (Cashless only for PVT insurers),"# 1, Jawaharlal Nehru Street, Alwarthirunagar",Tamil Nadu,Chennai,600087,24862525/24864545/24866565,ROYALHOSPITAL87@GMAIL.COM
Royal Hospitals,"33-25-45, Bellupu Subhadri Street, Kasturibaipet, Vijaywada, Vijayawada",Andhra Pradesh,Vijayawada,520002,9491965164,ROYALHOSPITALS2000@YAHOO.CO.IN
Royal Medcare Centre Pvt Ltd,Valiya veettil Tower Karukachal,Kerala,Karukachal,686540,0481 2485007/2486007,ROYALMEDICALCARE@GMAIL.COM
Royal Multi Speciality Hospital,#37-1-169/4/1,Andhra Pradesh,Ongole,523002,283338,HEALTHCLAIMS.ROYALHOSPITAL@GMAIL.COM
Roys Heart Foundation,3/49 Valluvar Salai Ramapuram,Tamil Nadu,Chennai,600089,424-22490048 / 65173116,akshayprey@yahoo.co.in
Rp Chest And Super Speciality Hospital,NEXT TO PRAJAPRAGATHI OFFICE BH ROAD TUMKUR,Karnataka,Tumkur,572101,6360769343,RAVI_KUMAR3020@YAHOO.COM
Rps Hospitals Private Limited,"65/2,WATER CANAL ROAD KORATTUR NORTH,CHENNAI-600076",Tamil Nadu,Chennai,600076,8939305513,RPSHOSPINS@GMAIL.COM
Rrase Nursing Home,"No. 172, G S T Road, Chrompet, Chennai",Tamil Nadu,Chennai,600044,044 - 22210302,subra.renga@gmail.com
Rrm Central Hospital,"Street No 03, Central Town, Opp. Manauta Mandir, Hoshiarpur",Punjab,Hoshiarpur,146001,241900,rrmcentralhospital@gmail.com
Rrm Hospital,"plot no 27/1,vats market,bakkarwala,delhi",Delhi,Delhi,110041,0,
Rs Gaur Global Multispeciality Hospital Pvt. Ltd. ,"D-2, SUBASH NAGAR, NEAR CIVIL HOSPITAL, JHAJJAR, HARYANA ",Haryana,Jhajjar,124103,255565,GLOBALMSHOSPITALTPA@GMAIL.COM
Rs Grover Memorial Hospital,"B-243, PRIYADARSHINI VIHAR, NEW DELHI -- 110092",Delhi,New Delhi,110092,22507666/43094672,RSGMH243@GMAIL.COM
Rsr Ent Super Speciality Hospital,D No 50/760-A-56-B-1,Andhra Pradesh,Kurnool,518002,234588,RSRENTHOSPITALKNL@GMAIL.COM
Rsr Hospital,"16-2-90, Pogathota",Andhra Pradesh,Nellore,524001,0861 - 2321693,rsrmshospital@yahoo.com
Rsv Hospital Private Limited,"40 Deshpran Sasmal Road, Kolkata",West Bengal,Kolkata,700033,9903999659,TPADEPARTMENT.RSV@GMAIL.COM
Ruban Memorial Hospital,Neaw Unicef Office Patliputra Colony,Bihar,Patna,800013,6122270059,RUBAN_HOSPITAL@YAHOO.CO.IN
Ruby Ailcare Services,"1st Floor, P.C.M.C S Y.C.M Hospital, Sant Tukaram Nagar, Pimpri",Maharashtra,Pune,411018,20-67332199/27420505,rubyailcare1@gmail.com
Ruby Eye Hospital,"Sushruta Nagar, Gobind Bihar, M.G Road ",Odisha,Berhampur,760001,9439073344,RUBYEYEHOSPITAL@GMAIL.COM
Ruby General Hospital Limited,"Kasba Golpark Em Bypass, Kolkata",West Bengal,Kolkata,700107,9836670162,CASHLESSRUBYHOSP@GMAIL.COM
Ruby Hall Clinic,"59/6, Azad Nagar, Wanowarie, Pune",Maharashtra,Pune,411040,9167937974,WRHC.BILLING@RUBYHALL.COM
Ruby Hall Clinic,"RAJEEV GANDHI INFOTECH PARK , MIDC , PHASE NO.1 , PLOT NO P - 33, HINJAWADI PUNE -411057",Maharashtra,Pune,411057,2026166426,HINJAWADI.BILLING@RUBYHALL.COM
Ruby Hall Clinic (Grant Medical Foundation),"40, Sasson Road, Pune",Maharashtra,Pune,411001,9326773573,RHCMEDICLAIM@RUBYHALL.COM
Ruby Hospital,"1St Floor, Laxmi Shopping Centre, ",Maharashtra,Mumbai,400086,25152825,RUBYEYECARE008@GMAIL.COM
Ruby Hospital And Critical Care Centre,"BROOK BOND COLONY, NEAR BAHINABAI GARDEN",Maharashtra,Jalgaon,425001,2240830,RUBYHOSPITALJALGAON@GMAIL.COM
Ruby Medical Centre,"283/3633-A,Tagore Nagar",Maharashtra,Mumbai,400085,2574909192,RUBY200711@YAHOO.IN
Rudra Hospital,"Nh-5, Bhanpur, Gopalpur",Odisha,Cuttack,753011,2586400,RUDRAHOSPITALCTC@GMAIL.COM
Rudra Multispeciality Hospital,"bhagat nivas,santram society,openair theater",Gujarat,Nadiad,387002,0268-2561370,
Rudraksha Hospital,"FIRST FLOOR, RAJMANDIR COMPLEX,",Gujarat,Bareja,382418,7802025678,RUDRAKSHAHOSPITAL11@GMAIL.COM
Rudraksha Medical And Eye Care Hospital,"opp tam house,nr.channi jakt naka,old channi road",Gujarat,Vadodara,390003,0265-2780166,
Rukmani Birla Hospital,"GOPALPURA BY PASS ROAD, JAIPUR",Rajasthan,Jaipur,302018,9057202486,INFOMEDICAL@RBHRI.IN
Rungta Hospital.,"Malviya Nagar, Jaipur, Rajasthan",Rajasthan,Jaipur,302017,8963007744,CREDITDEPTT@RUNGTAHOSPITAL.COM
Runwal Hospital,"305, Priyadarshni Colony, Near Bhokandhan Naka, Jalna",Maharashtra,Aurangabad,431203,232322,RUNWALHOSPITAL@YAHOO.COM
Rushabh Medi-Surge Hospital Pvt. Ltd.," 2nd Floor, Sahjanand Palace, Opp Rahul Tower, 100 Ft, Anandnagar Rd, Satellite, Ahmedabad, Ahmedabad, Gujarat-380015",Gujarat,Ahmedabad,380015,40373030,RUSHABHMEDISURGE@GMAIL.COM
Russh Multi Spl Hospital,"Door No-10-14-57616, Tirupati",Andhra Pradesh,Tirupati,517501,8880080869,RUSSHHOSPITALS@GMAIL.COM
Russh Super Speciality Hospital,"H.No: 2-181/2/C, Suchitra Circle",Telangana,Hyderabad,500067,9658901144,RUSSHHOSPITALSHYD@GMAIL.COM
Rutu General Hospital,"Mahavir Marg, Off Bhalej Road, Nr Ajanta Society",Gujarat,Anand,388001,02692 - 255039 / 256531,pmdavead1@gmail.com
Rutvij Hospital,"1st Floor, Patel Plaza, Opp : Harinagar Bus Stop, Gotri Road",Gujarat,Vadodara,390015,0265 - 2333873 / 2326843,ishawasyam@hotmail.com
S A L Hospital,"Near Door Darshan Tower, Drive In Road",Gujarat,Ahmedabad,380054,9925195602,CORPORATE@SALHOSPITAL.COM
S B Mittal Memorial Heart And Critical Care Centre,"SILVER JUBILEE ROAD, SIKAR",Rajasthan,Sikar,332001,9351340350,TPA@SBMITTALHOSPITAL.COM
S C S Hospitals Pvt Ltd,Upper Bendore Mangalore - 575002,Karnataka,Mangaluru,575002,8022252011,MEDICLAIMS@SCSHOSPITAL.ORG
S G Hospital And Research Centre,"K-8, Income Tax Colony, Durgapura, main Tonk road",Rajasthan,Jaipur,302018,141-255197,
S G K Hospital,"Parry Company Road , Kattoor, Mettupalayam",Tamil Nadu,Mettupalayam,641305,04254 - 223832 / 222492 / 9842226785,drnshariharan@rediffmail.com
S G S Nursing Home,"14-A, Purushothama Nagar, 1st Main Road, Chromepet, Chennai",Tamil Nadu,Chennai,600044,044 - 22233801,drsgsnursinghome@yahoo.com
S H Medical Centre,"Nagampadom, Kottayam",Kerala,Kottayam,686001,9446411311,SHINSURANCEHELPDESK2018@GMAIL.COM
S J Hospital,"No:2, N G E F Lay Out, Sanjay Nagar Main Road, Rmv 2 Nd Stage",Karnataka,Bengaluru,560094,080 - 2341683623512630,SRIJYOTH@GMAIL.COM
S J M Superspeciality Hospital,"Plot No 2, Near Shani Mandir, Hindon Bridge, Nh24, Sector 63, Noida, Uttar Pradesh",Uttar Pradesh,Noida,122002,9818860000,SJMHOSPITAL@YAHOO.COM
S K G Hospital,"#415/9, Gopal Mandir Galli Moaha Road , Opp City Park, Ballabgarh",Haryana,BALLABHGARH,121004,0129 - 2249366 / 2245267,skg_satish@yahoo.com
S K Hospital,"Tc-7/1989(1), Edappazhinji, Trivandrum, Kerala State",Kerala,Thiruvananthapuram,695006,4713022222,SKHRELATION@GMAIL.COM
S K L P Edu. & Med. Trust Sanchalit Matrushri Meghbai Premji Jetha Hospital & Research Centre,Sardar Patel Vidhya Sankul,Gujarat,Bhuj,370001,231122,MMPJHOSPITALTPADESK@GMAIL.COM
S K S Hospital India Pvt Ltd,"Alagapuram, Salem - 636004",Tamil Nadu,Salem,636004,9940908899,CREDIT@SKSH.ORG
S L Raheja Hospital,"All India Institute Of Diabetes, Raheja Hospital Road, Mahim, Mumbai-",Maharashtra,Mumbai,400016,9819949099,TPACELL@RAHEJAHOSPITAL.COM
S M Hospital,"A-15, SHASTRI NAGAR, GARH ROAD, MEERUT",Uttar Pradesh,Meerut,250001,8476881009,smhospital1@gmail.com
S M Hospital,Isnapur X Road Opp. Cylinder Factory,Telangana,Medak,502019,226789,SMHOSPITAL001@GMAIL.COM
S M Hospital And Research Centre Pvt Ltd,"Plot No. 476, Opp. Madhav Dispensary, Lashkar",Madhya Pradesh,Gwalior,474009,9977054120,SMHOSPITALGWALIOR4@GMAIL.COM
S M Hospital Bs Surgicare (SM hospital),"29/108, Coonoor Road, Ooty",Tamil Nadu,Ooty,643001,2442258/68,ADMIN@SMHOSPITALOOTY.COM
S M Vishwakarma Memorial Eye Hospial,"DR.AMBEDKAR ROAD,KAMAL CHOWK",Maharashtra,Nagpur,440017,2641055,DRRBVISH@GMAIL.COM
S N R  Eye Hospital,No. 10 Yeshodha Ramalingam Layout,Tamil Nadu,Tiruppur,642126,224749225011,SNREYEHOSPITAL@GMAIL.COM
S P Fort Hospital,P.B. No. 5017 Fort Thiruvananthapuram - 695023,Kerala,Thiruvananthapuram,695023,4712450540,MEDICLAIM@SPFORT.COM
S P Hospital,"No.11, East Vellalar 1st Street, Adambakkam, Chennai",Tamil Nadu,Chennai,600088,4422454595,spmedicalcenterpvtltd@gmail.com
S Palaniandi Mudaliar Memorial Hospital,"29, Cuddalore Road, Amma Pet",Tamil Nadu,Salem,636003,9894550755,SPMMHOSPITAL@GMAIL.COM
S R Hospital And Trauma Centre,"Gopalapatnam, Opp Rythu Bazar, Main Road, Gopalatnam, Visakhapatnam",Andhra Pradesh,Visakhapatnam,530027,8142761111,SRHOSPITAL.IN@GMAIL.COM
S R Kalla Memorial Gastro And General Hospital,"78, Dhuleshwar Garden, Behind Hsbc Bank, Sardar Patel Marg, C-Scheme, Jaipur",Rajasthan,Jaipur,302015,0141 - 5112042 / 5112043,srkallahospital@rediffmail.com
S R Krishna Hospital Pvt Ltd,"Plot No. 23-24, Jain Park, Matiala Road, Near Nawada Metro Station, Uttam Nagar",Delhi,New Delhi,110059,11-25334707/08,SRKRISHNAHOSPITAL@GMAIL.COM
S R M Hospital,68thambiah Road West Mambalam Chennai - 600033,Tamil Nadu,Chennai,600033,"044-24742290, 24747668, 24744727",srmhospital@yahoo.in
S R M Medical College Hospital And Research Centre,"S R M Nagar, Potheri, Kattankulathur",Tamil Nadu,Kanchipuram,603203,9952980830,SRMMEDICALHOSPITAL@GMAIL.COM
S R Medical Institute And Research Centre,"LAURIES COMPLEX, NAMNER ROAD, SAI KA TAKIA, AGRA",Uttar Pradesh,Agra,282001,4301222,SRHOSPITAL98@GMAIL.COM
S R Multispeciality Hospital," NH67, HOSPET ROAD, BESIDE POLA PARADISE",Karnataka,Bellary,583104,242566,INFO@SRHOSPITAL.IN
S S Eye Hospital,"74, Thambu Chotty St Mannady",Tamil Nadu,Chennai,600001,4425266866,RRSKANTH@GMAIL.COM
S S Hospital,"19, Mathalangulam Street, Tiruvannamalai",Tamil Nadu,Tiruvannamalai,606601,9443365084,SSHOSPITAL2011@GMAIL.COM
S S Hospital,"Pavanputra Enclave, Opp. Jain Temple, Kalher Village, Bhiwandi.",Maharashtra,Mumbai,421302,2522693384,CASHLESS@SS-HOSPITAL.COM
S S Hospital,"Plot no 24, Sector - 14, Urban Estate",Haryana,Karnal,132001,4048600,DR.SPRUTHI26@GMAIL.COM
